Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,300,2579,294006000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,322,124,14136000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,1660,182600000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,0,45,25380000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,228,67,42210000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,228,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,87,54810000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,155,97650000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,,877,173646000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,222,283,76976000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,300,59,17700000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,184,58880000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,222,92,42320000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,39,17940000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,,53,23585000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,121,16272201,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,544,77355712,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,31,4408200,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,10,141,51253500,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,30,42,17541000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,727,200,1,154500,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,757,,77,15246000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,0,69,24702000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Boeing,767,0,9,2879955,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Ilyushin,IL-96,,4,1543220,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,209,7,1904000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,233,21,5782000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,275,3,816000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,9,1207800,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,156,22152000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400,17,10709881,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Air Europe,PE,Air Europe,PE,International,Europe,Passenger,Wide Body,Boeing,767,300,2,586400,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,200,31,19525505,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,238,28798000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,400,93,11253000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,McDonnell Douglas,MD-80,93,65,8450000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,318,41340000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Passenger,Wide Body,Boeing,747,300,31,9920000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,747,400,23,13432000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,727,100,4,512000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,727,200,5,710000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,W,178,35244000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,,14,2772000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200,74,19980000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200ER,132,36696000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,113,35030000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,0,30,10434000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,83,5,650000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,393,51090000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,2,260000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Combi,Wide Body,Boeing,747,400,18,11340000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400,18,11988000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,"Atlas Air, Inc. (inactive)",,"Atlas Air, Inc. (inactive)",,International,Asia,Freighter,Wide Body,Boeing,747,200,1,630000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39060000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Passenger,Narrow Body,Boeing,737,0,49,5133900,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Passenger,Narrow Body,Boeing,737,,13,1391000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Capital Cargo International Airlines,PT,Capital Cargo International Airlines,PT,Domestic,US,Freighter,Narrow Body,Boeing,727,200,13,2093000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,400,13,8658000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A340,300,31,12958000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Champion Air,MG,Champion Air,MG,Domestic,US,Passenger,Narrow Body,Boeing,727,200,9,1440000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,0,4,2664000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,200,7,4410000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,230,1,630000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,243,5,3150000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Passenger,Wide Body,McDonnell Douglas,MD-11,0,9,3959964,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Narrow Body,Boeing,727,100,1,142500,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,73,22,6050000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,727,232,111,17149500,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,21,3024000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,,379,75042000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,200,33,8910000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,46,13570000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,76,24320000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Lockheed,L1011,100,62,22196000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Lockheed,L1011,250,3,1104000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Lockheed,L1011,500,23,8464000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,747,400,44,27719692,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,McDonnell Douglas,MD-11,0,8,3771968,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,"Emery Worldwide Airlines, Inc.",,"Emery Worldwide Airlines, Inc.",,Domestic,US,Freighter,Narrow Body,Boeing,727,100,47,6697500,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Freighter,Wide Body,Boeing,747,100,6,3510000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Freighter,Wide Body,Boeing,747,200,6,3780000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Express One International,EO,Express One International,EO,Domestic,US,Freighter,Narrow Body,Boeing,727,200,3,480000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,,36,11111400,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,,30,14445000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,10,13,5953922,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Boeing,737,200,56,5880000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Boeing,737,300,64,7296000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,0,31,11268500,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Freighter,Wide Body,Boeing,747,200,48,30240000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,747,300,4,2296000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,747,400,33,20790000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,10,31,13641178,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,Boeing,747,200,1,630000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,55,1,240000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,61,7,1680000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,61F,4,1008000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,62,6,1500000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,63,4,1068000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-9,56,41,3349700,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,Lockheed,L1011,0,26,9568000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,0,7,4420000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,,4,2608000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,McDonnell Douglas,MD-11,0,14,6601000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,230,5,3150375,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39059442,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Martinair Holland,MP,Martinair Holland,MP,International,Europe,Freighter,Wide Body,McDonnell Douglas,MD-11,10,4,1924000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Boeing,727,200,4,617992,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Boeing,757,,26,5148000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,,94,13366518,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-81,0,1,140000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-88,,30,4185000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,National Airlines,N7,National Airlines,N7,Domestic,US,Passenger,Narrow Body,Boeing,757,200,69,13662000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,200,60,37800000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Freighter,Wide Body,Boeing,747,0,12,7560000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Boeing,747,100,4,2340000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Freighter,Wide Body,Boeing,747,200,19,11590000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Boeing,747,200,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,,158,31284000,20/09/2025 13:01,22/09/2025 15:11
199908,01/08/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,,237,33701400,20/09/2025 13:01,22/09/2025 15:11
